"origin","destination","in 1990","in 1995","in 2000","in 2005","in 2010","in 2015","in 2020","in 2024"
"Indonesia","Netherlands",188506,179078,166871,154419,139220,124938,110625,100339
"Philippines","Netherlands",4138,5279,6908,8805,10819,12741,16246,19667
"Thailand","Netherlands",3350,4550,6341,10054,12271,14061,16051,17831
"Viet Nam","Netherlands",8919,9624,10529,12164,12171,12745,15002,16343
"Iraq","Netherlands",1558,8745,31854,35664,40977,40762,45677,48412
"Syrian Arab Republic","Netherlands",1571,2540,4493,6674,7027,26792,94377,153160
"Turkiye","Netherlands",156544,166756,179820,195962,197120,191653,199017,217388
"Bulgaria","Netherlands",663,1072,1762,3230,14187,21026,36749,58481
"Hungary","Netherlands",3427,4393,5243,5739,8979,13640,17686,22720
"Poland","Netherlands",10219,13221,16763,27403,62077,113415,159749,210981
"Romania","Netherlands",1704,2729,4292,6423,11685,17213,34356,55421
"Russian Federation","Netherlands",12438,12619,7762,31095,36404,3093,14654,36095
"Ukraine","Netherlands",28,45,122,443,720,1567,8677,120222
"United Kingdom","Netherlands",38450,42869,44561,47083,47223,49564,60377,62657
"Bosnia and Herzegovina","Netherlands",167,269,515,668,6692,832,12584,28178
"Greece","Netherlands",5832,6523,7239,8033,9412,14489,21670,30769
"Italy","Netherlands",14048,15422,16977,17644,20475,26654,38472,48307
"Portugal","Netherlands",7674,8969,9936,12064,14684,16987,20206,25933
"Spain","Netherlands",17333,17437,18158,18303,19942,25730,33171,43909
"Belgium","Netherlands",43186,43228,45692,47072,49559,54615,62691,67931
"France","Netherlands",13651,15388,18298,19598,22317,25473,32168,38275
"Germany","Netherlands",130955,130854,123657,117228,121469,118742,122237,125024
"Aruba","Netherlands",261,422,838,1421,2720,4333,11589,23381
"Curacao","Netherlands",18,29,48,77,124,371,1829,3159
"Brazil","Netherlands",4718,6148,8063,10470,13723,16894,25713,34662
"Colombia","Netherlands",6460,7636,9252,11850,13134,14352,16802,19517
"Suriname","Netherlands",170264,180929,185665,189795,186582,180157,178623,177165
"United States","Netherlands",14784,17286,20867,22688,24594,28357,36718,43208
"Eritrea","Switzerland",999,1606,2592,4335,7010,15401,27685,31946
"Algeria","Switzerland",5494,6048,6686,7652,8476,9442,10311,11016
"Morocco","Switzerland",9168,10250,11533,13618,15361,17312,19664,21949
"Tunisia","Switzerland",4998,5835,6838,8247,9678,11363,13030,14494
"China","Switzerland",2385,3616,5517,8856,13548,21580,26848,30309
"Afghanistan","Switzerland",520,837,1350,2250,3637,6874,16224,24005
"India","Switzerland",7388,8887,10746,13532,16397,20080,23761,27635
"Iran, Islamic Rep.","Switzerland",2262,3037,4100,5754,7783,9969,13950,17038
"Sri Lanka","Switzerland",17351,19387,21773,25431,28618,31923,35903,37483
"Philippines","Switzerland",6925,7723,8686,10437,11778,13336,14950,16482
"Thailand","Switzerland",11237,12270,13520,15966,17656,19538,21339,22654
"Viet Nam","Switzerland",7658,8191,8813,9943,10724,11518,12489,12927
"Iraq","Switzerland",2106,2743,3587,4833,6330,7908,10967,12464
"Syrian Arab Republic","Switzerland",417,669,1080,1802,2913,9288,21652,29396
"Turkiye","Switzerland",65429,67011,68983,73866,76194,78454,82295,86906
"Bulgaria","Switzerland",1225,1697,2369,3502,4902,6983,9659,12532
"Czechia","Switzerland",6885,7839,8984,10818,12429,14514,15700,16719
"Hungary","Switzerland",13727,14000,14351,15378,15816,22305,27016,29553
"Poland","Switzerland",19558,20165,20928,22827,23750,33244,43853,53044
"Romania","Switzerland",6175,7270,8618,10787,12833,18913,28412,40167
"Russian Federation","Switzerland",4986,6549,8663,12123,16085,21835,26126,30466
"Slovak Republic","Switzerland",1736,2638,4034,6511,9986,16181,21120,24437
"Ukraine","Switzerland",1406,1978,2803,4242,6034,8928,11515,80919
"Sweden","Switzerland",4446,5191,6098,7512,8844,9388,9633,10012
"United Kingdom","Switzerland",22145,25566,29700,35970,41818,45248,46584,48706
"Bosnia and Herzegovina","Switzerland",36361,38987,42038,47352,51174,55970,57741,58221
"Croatia","Switzerland",19098,18951,18919,19795,19810,19820,19800,19802
"Greece","Switzerland",4718,5325,6043,7130,8106,11763,15864,19484
"Italy","Switzerland",266625,257127,249113,250428,243157,260982,269298,273822
"North Macedonia","Switzerland",23132,27720,33396,41903,50587,60283,73595,85065
"Portugal","Switzerland",100958,115033,131724,156741,179838,220901,212350,202178
"Serbia","Switzerland",40869,43897,47407,53405,57801,63942,66983,68585
"Spain","Switzerland",31223,35436,40427,48070,54975,68205,68631,71167
"Austria","Switzerland",54982,54938,55280,58607,59101,60047,58683,57640
"Belgium","Switzerland",8618,9619,10804,12692,14275,16232,17676,19211
"France","Switzerland",99313,105573,112955,126528,135578,156030,175221,195100
"Germany","Switzerland",234879,250441,268635,300781,323003,349435,359069,371816
"Netherlands","Switzerland",11861,13493,15440,18469,21174,22904,23568,24215
"Dominican Republic","Switzerland",4334,5129,6116,7753,9276,11342,12751,13870
"Argentina","Switzerland",4656,5211,5865,6900,7783,8793,10108,11810
"Brazil","Switzerland",15668,18293,21527,26906,31762,37167,44709,51063
"Colombia","Switzerland",4606,5522,6668,8484,10270,12620,15026,17521
"Peru","Switzerland",4982,5587,6313,7540,8542,9713,10913,12080
"Canada","Switzerland",8504,8931,9436,10450,11068,11678,12359,13033
"United States","Switzerland",19694,22161,25079,29640,33615,36430,39454,42809
"Ethiopia","Antigua and Barbuda",1,38,74,80,85,90,92,95
"Egypt, Arab Rep.","Antigua and Barbuda",12,10,8,9,9,10,9,9
"South Africa","Antigua and Barbuda",19,28,37,40,42,45,45,47
"Ghana","Antigua and Barbuda",10,18,25,27,29,31,31,32
"Nigeria","Antigua and Barbuda",35,34,33,36,38,40,40,41
"China","Antigua and Barbuda",57,84,110,118,126,134,139,144
"Japan","Antigua and Barbuda",2,10,17,18,19,20,19,20
"India","Antigua and Barbuda",32,49,65,70,74,79,81,84
"Pakistan","Antigua and Barbuda",7,4,0,0,0,0,0,0
"Lebanon","Antigua and Barbuda",46,46,45,49,52,55,56,58
"Syrian Arab Republic","Antigua and Barbuda",142,171,200,215,229,244,254,263
"United Kingdom","Antigua and Barbuda",623,720,817,876,935,994,1038,1076
"Italy","Antigua and Barbuda",49,54,59,64,68,72,73,76
"Spain","Antigua and Barbuda",5,8,10,11,11,12,11,11
"France","Antigua and Barbuda",32,33,34,37,39,41,41,43
"Germany","Antigua and Barbuda",45,57,68,73,78,83,85,88
"Netherlands","Antigua and Barbuda",17,15,13,14,15,16,15,16
"Aruba","Antigua and Barbuda",7,6,4,5,5,5,4,4
"Bahamas, The","Antigua and Barbuda",5,4,2,2,2,2,1,1
"Barbados","Antigua and Barbuda",204,226,248,266,284,302,315,327
"British Virgin Islands","Antigua and Barbuda",66,73,80,86,92,98,100,104
"Cuba","Antigua and Barbuda",12,15,17,18,19,20,19,20
"Curacao","Antigua and Barbuda",10,13,16,17,18,19,18,19
"Dominica","Antigua and Barbuda",2442,3170,3898,4180,4462,4745,4963,5148
"Dominican Republic","Antigua and Barbuda",621,1044,1466,1572,1678,1784,1865,1934
"Grenada","Antigua and Barbuda",115,137,158,170,181,192,199,206
"Haiti","Antigua and Barbuda",11,19,27,29,31,33,33,34
"Jamaica","Antigua and Barbuda",386,1832,3278,3515,3752,3990,4173,4328
"Puerto Rico (US)","Antigua and Barbuda",30,37,44,47,50,53,54,56
"St. Kitts and Nevis","Antigua and Barbuda",469,430,391,420,448,476,497,515
"St. Lucia","Antigua and Barbuda",392,474,556,596,636,676,706,732
"St. Vincent and the Grenadines","Antigua and Barbuda",478,616,754,809,863,918,959,994
"Sint Maarten (Dutch part)","Antigua and Barbuda",8,14,19,21,22,23,22,23
"Trinidad and Tobago","Antigua and Barbuda",356,474,591,634,677,720,752,780
"Turks and Caicos Islands","Antigua and Barbuda",4,5,5,6,6,6,5,5
"Virgin Islands (U.S.)","Antigua and Barbuda",295,440,584,627,669,711,743,770
"Belize","Antigua and Barbuda",8,10,11,12,13,14,13,13
"Honduras","Antigua and Barbuda",3,5,6,7,7,7,6,6
"Mexico","Antigua and Barbuda",3,4,4,5,5,5,4,4
"Guyana","Antigua and Barbuda",1660,3489,5317,5702,6086,6472,6811,7064
"Suriname","Antigua and Barbuda",9,23,37,40,42,45,45,47
"Venezuela, RB","Antigua and Barbuda",11,22,32,35,37,39,39,40
"Bermuda","Antigua and Barbuda",9,10,11,12,13,14,13,13
"Canada","Antigua and Barbuda",218,287,356,382,408,434,453,470
"United States","Antigua and Barbuda",1308,1733,2157,2313,2469,2626,2747,2850
"Australia","Antigua and Barbuda",7,7,6,7,7,7,6,6
"New Zealand","Antigua and Barbuda",3,7,10,11,11,12,11,11
"China","Aruba",247,435,622,855,1072,1127,1260,1728
"India","Aruba",39,98,157,238,315,330,368,505
"Philippines","Aruba",217,486,754,863,955,1004,1121,1537
"Turkiye","Aruba",115,63,11,11,11,10,11,15
"Portugal","Aruba",177,183,188,174,157,164,182,250
"Netherlands","Aruba",2096,2885,3674,4056,4359,4585,5128,7032
"Curacao","Aruba",438,1095,1751,2063,2335,2455,2745,3764
"Dominica","Aruba",143,134,125,115,103,107,119,163
"Dominican Republic","Aruba",2042,2829,3615,3903,4114,4327,4839,6636
"Grenada","Aruba",294,285,276,263,246,258,287,394
"Haiti","Aruba",320,660,1000,1288,1552,1632,1824,2501
"Jamaica","Aruba",162,439,715,719,710,746,833,1142
"St. Vincent and the Grenadines","Aruba",225,178,131,120,108,113,126,173
"Sint Maarten (Dutch part)","Aruba",125,313,500,589,667,701,784,1075
"Nicaragua","Aruba",19,48,77,90,103,107,119,163
"Colombia","Aruba",1849,4446,7043,8243,9280,9762,10926,14983
"Guyana","Aruba",107,202,297,289,276,289,322,442
"Peru","Aruba",141,540,939,1019,1079,1134,1268,1739
"Suriname","Aruba",721,997,1273,1285,1272,1337,1494,2049
"Venezuela, RB","Aruba",1144,2000,2856,3074,3232,3399,17000,23312
"United States","Aruba",425,553,681,638,583,612,683,937
"Kenya","Bahamas, The",6,5,5,12,19,21,21,22
"Uganda","Bahamas, The",0,0,0,6,11,12,11,12
"Zimbabwe","Bahamas, The",0,0,0,7,14,15,14,15
"Egypt, Arab Rep.","Bahamas, The",9,8,7,18,29,31,31,33
"Botswana","Bahamas, The",0,0,0,7,13,14,13,14
"Eswatini","Bahamas, The",0,0,0,6,11,12,11,12
"South Africa","Bahamas, The",21,54,88,92,96,104,110,116
"Ghana","Bahamas, The",23,44,65,55,44,48,49,52
"Nigeria","Bahamas, The",30,61,93,121,148,160,170,180
"China","Bahamas, The",67,80,93,126,159,172,183,194
"Hong Kong SAR, China","Bahamas, The",46,35,25,25,24,26,26,28
"Japan","Bahamas, The",5,22,39,36,32,35,36,38
"India","Bahamas, The",160,194,229,391,552,598,640,677
"Pakistan","Bahamas, The",15,13,11,6,0,0,0,0
"Sri Lanka","Bahamas, The",24,16,9,23,36,39,40,42
"Indonesia","Bahamas, The",8,7,6,18,30,33,34,36
"Philippines","Bahamas, The",64,103,143,587,1031,1117,1196,1266
"Bulgaria","Bahamas, The",0,0,0,10,19,21,21,22
"Poland","Bahamas, The",12,10,9,14,18,20,20,21
"Romania","Bahamas, The",0,12,25,60,94,102,108,114
"Russian Federation","Bahamas, The",4,14,25,39,52,56,58,61
"Ukraine","Bahamas, The",0,0,0,9,17,18,18,19
"Denmark","Bahamas, The",8,22,37,26,15,16,15,16
"Estonia","Bahamas, The",0,0,0,8,15,16,15,16
"Ireland","Bahamas, The",55,62,69,62,54,59,61,65
"Norway","Bahamas, The",13,11,10,11,11,12,11,12
"Sweden","Bahamas, The",11,21,32,30,27,29,29,31
"United Kingdom","Bahamas, The",1964,1834,1705,1772,1839,1993,2135,2259
"Greece","Bahamas, The",72,63,55,70,84,91,96,102
"Italy","Bahamas, The",78,86,94,120,146,158,168,178
"Portugal","Bahamas, The",1,5,9,12,15,16,15,16
"Spain","Bahamas, The",32,40,49,76,102,111,117,124
"Austria","Bahamas, The",15,18,22,30,37,40,41,43
"Belgium","Bahamas, The",8,14,20,24,28,30,30,32
"France","Bahamas, The",38,89,141,137,132,143,152,161
"Germany","Bahamas, The",161,190,220,244,267,289,308,326
"Netherlands","Bahamas, The",36,33,30,40,50,54,56,59
"Switzerland","Bahamas, The",85,120,156,220,283,307,327,346
"Antigua and Barbuda","Bahamas, The",13,10,8,11,13,14,13,14
"Barbados","Bahamas, The",234,171,108,164,220,238,253,268
"British Virgin Islands","Bahamas, The",5,8,12,8,3,3,2,2
"Cayman Islands","Bahamas, The",9,9,9,15,21,23,23,24
"Cuba","Bahamas, The",48,79,110,240,370,401,429,454
"Dominica","Bahamas, The",35,41,47,58,69,75,79,84
"Dominican Republic","Bahamas, The",44,64,84,177,269,291,310,328
"Grenada","Bahamas, The",28,27,26,28,30,33,34,36
"Haiti","Bahamas, The",10894,15759,20628,23047,25465,27591,29629,31353
"Jamaica","Bahamas, The",2792,3282,3773,5349,6925,7503,8042,8510
"St. Kitts and Nevis","Bahamas, The",13,12,12,22,31,34,35,37
"St. Lucia","Bahamas, The",25,41,57,65,72,78,82,87
"St. Vincent and the Grenadines","Bahamas, The",20,21,22,30,37,40,41,43
"Trinidad and Tobago","Bahamas, The",278,299,321,341,360,390,418,442
"Turks and Caicos Islands","Bahamas, The",2080,1284,488,957,1426,1545,1655,1751
"Belize","Bahamas, The",31,22,13,27,41,44,45,48
"Costa Rica","Bahamas, The",10,38,66,58,50,54,56,59
"El Salvador","Bahamas, The",5,4,4,36,67,73,77,81
"Guatemala","Bahamas, The",7,8,9,21,32,35,36,38
"Honduras","Bahamas, The",7,10,13,27,40,43,44,47
"Mexico","Bahamas, The",21,51,82,103,124,134,143,151
"Nicaragua","Bahamas, The",9,8,7,8,9,10,9,10
"Panama","Bahamas, The",17,15,14,31,48,52,54,57
"Argentina","Bahamas, The",8,8,9,56,102,111,117,124
"Brazil","Bahamas, The",36,41,47,80,112,121,128,135
"Chile","Bahamas, The",9,8,8,20,32,35,36,38
"Colombia","Bahamas, The",28,30,33,106,178,193,205,217
"Ecuador","Bahamas, The",10,12,15,28,40,43,44,47
"Guyana","Bahamas, The",419,550,682,957,1232,1335,1430,1513
"Peru","Bahamas, The",43,41,39,165,290,314,335,355
"Uruguay","Bahamas, The",2,2,2,9,16,17,17,18
"Venezuela, RB","Bahamas, The",16,20,24,26,28,30,30,32
"Bermuda","Bahamas, The",34,23,13,25,36,39,40,42
"Canada","Bahamas, The",730,1040,1351,1399,1446,1567,1679,1777
"United States","Bahamas, The",4247,4294,4300,6587,8919,9664,10359,10962
"Australia","Bahamas, The",27,46,65,71,77,83,88,93
"New Zealand","Bahamas, The",14,16,19,21,22,24,24,25
"China","Barbados",0,0,0,30,41,43,42,42
"India","Barbados",441,481,522,480,441,463,467,471
"United Kingdom","Barbados",2988,3262,3535,2955,2389,2509,2537,2560
"Antigua and Barbuda","Barbados",226,246,267,225,185,194,194,196
"Bahamas, The","Barbados",55,59,64,55,47,49,48,48
"Cuba","Barbados",0,0,0,42,56,58,57,58
"Dominica","Barbados",451,492,534,426,321,337,339,342
"Grenada","Barbados",565,616,668,518,371,389,391,395
"Haiti","Barbados",0,0,0,24,32,33,32,32
"Jamaica","Barbados",622,679,736,839,947,994,1004,1013
"St. Kitts and Nevis","Barbados",0,0,0,78,104,109,109,110
"St. Lucia","Barbados",3317,3621,3924,2991,2073,2177,2200,2220
"St. Vincent and the Grenadines","Barbados",3676,4014,4350,3648,2964,3114,3148,3177
"Trinidad and Tobago","Barbados",1750,1910,2070,1740,1419,1490,1506,1520
"Belize","Barbados",0,0,0,15,21,22,21,21
"Guyana","Barbados",2557,2792,3026,4640,6277,6594,6667,6728
"Suriname","Barbados",0,0,0,33,45,47,46,46
"Bermuda","Barbados",0,0,0,20,27,28,27,27
"Canada","Barbados",668,729,791,721,656,689,695,701
"United States","Barbados",1112,1213,1315,1147,985,1034,1044,1054
"Australia","Barbados",24,26,29,25,23,24,23,23
"India","British Virgin Islands",20,24,27,31,35,40,45,50
"Lebanon","British Virgin Islands",12,14,16,19,21,24,27,30
"United Kingdom","British Virgin Islands",440,517,594,680,714,816,925,1023
"France","British Virgin Islands",12,14,16,19,21,24,27,30
"Germany","British Virgin Islands",29,35,40,46,52,59,66,73
"Antigua and Barbuda","British Virgin Islands",388,456,524,600,676,773,877,970
"Bahamas, The","British Virgin Islands",14,16,18,21,23,26,29,32
"Barbados","British Virgin Islands",94,111,127,146,164,187,212,235
"Dominica","British Virgin Islands",619,728,836,958,1098,1256,1425,1576
"Dominican Republic","British Virgin Islands",748,879,1010,1157,1526,1745,1979,2189
"Jamaica","British Virgin Islands",272,320,368,422,1697,1941,2202,2436
"Puerto Rico (US)","British Virgin Islands",32,38,44,51,469,536,608,673
"St. Kitts and Nevis","British Virgin Islands",1555,1828,2100,2405,1214,1388,1574,1741
"St. Lucia","British Virgin Islands",274,323,371,425,461,527,597,660
"St. Vincent and the Grenadines","British Virgin Islands",1046,1230,1414,1619,1968,2251,2553,2824
"Trinidad and Tobago","British Virgin Islands",206,243,279,320,462,528,599,663
"Guyana","British Virgin Islands",841,989,1136,1301,2023,2314,2625,2904
"Canada","British Virgin Islands",120,142,163,187,210,240,272,301
"United States","British Virgin Islands",674,792,910,1042,1537,1758,1994,2206
"Australia","British Virgin Islands",12,14,16,19,21,24,27,30
"Kenya","Cayman Islands",10,21,37,34,34,36,39,43
"Tanzania","Cayman Islands",4,8,15,14,15,15,16,17
"Zambia","Cayman Islands",2,6,11,10,10,9,10,11
"Zimbabwe","Cayman Islands",5,11,19,18,18,18,19,21
"South Africa","Cayman Islands",11,22,40,36,36,38,41,45
"Niger","Cayman Islands",8,16,29,27,28,29,32,35
"Nigeria","Cayman Islands",2,6,11,10,10,9,10,11
"Japan","Cayman Islands",6,13,22,20,20,20,21,23
"India","Cayman Islands",44,84,144,324,535,582,648,708
"Iran, Islamic Rep.","Cayman Islands",2,6,11,10,10,9,10,11
"Pakistan","Cayman Islands",34,66,114,103,102,110,121,132
"Malaysia","Cayman Islands",5,11,19,18,18,18,19,21
"Philippines","Cayman Islands",33,64,111,879,1730,1885,2104,2298
"Thailand","Cayman Islands",16,32,56,51,51,55,60,66
"Israel","Cayman Islands",3,7,13,12,12,12,12,13
"Channel Islands","Cayman Islands",4,8,15,14,15,15,16,17
"Denmark","Cayman Islands",5,11,19,18,18,18,19,21
"Finland","Cayman Islands",2,6,11,10,10,9,10,11
"Ireland","Cayman Islands",79,150,258,225,213,231,257,281
"United Kingdom","Cayman Islands",1040,1411,2134,1965,1969,2146,2394,2614
"Italy","Cayman Islands",28,54,94,85,85,91,101,110
"Spain","Cayman Islands",8,16,29,27,28,29,32,35
"Austria","Cayman Islands",15,30,52,47,47,50,55,60
"Belgium","Cayman Islands",3,7,13,12,12,12,12,13
"France","Cayman Islands",11,22,40,36,36,38,41,45
"Germany","Cayman Islands",42,81,140,127,126,136,151,165
"Netherlands","Cayman Islands",11,22,40,36,36,38,41,45
"Switzerland","Cayman Islands",24,47,82,75,75,81,89,97
"Bahamas, The","Cayman Islands",58,110,190,172,171,185,205,224
"Barbados","Cayman Islands",64,121,209,180,169,183,203,222
"Cuba","Cayman Islands",232,437,753,693,695,757,844,922
"Curacao","Cayman Islands",3,7,13,12,12,12,12,13
"Dominican Republic","Cayman Islands",20,39,68,62,61,66,72,79
"Grenada","Cayman Islands",4,9,17,16,16,16,17,19
"Haiti","Cayman Islands",5,11,19,18,18,18,19,21
"Jamaica","Cayman Islands",3767,4987,7468,8110,9472,10354,11540,12602
"Puerto Rico (US)","Cayman Islands",14,28,49,44,45,48,53,58
"St. Lucia","Cayman Islands",2,6,11,10,10,9,10,11
"St. Vincent and the Grenadines","Cayman Islands",9,18,32,29,30,32,34,37
"Trinidad and Tobago","Cayman Islands",112,211,363,312,289,314,350,382
"Belize","Cayman Islands",110,208,359,326,323,352,392,428
"Costa Rica","Cayman Islands",87,165,284,193,120,130,144,157
"Honduras","Cayman Islands",747,678,777,1176,1682,1833,2046,2234
"Mexico","Cayman Islands",12,24,42,38,38,40,43,47
"Nicaragua","Cayman Islands",238,448,770,543,364,396,440,481
"Panama","Cayman Islands",42,81,140,127,126,136,151,165
"Argentina","Cayman Islands",3,7,13,12,12,12,12,13
"Brazil","Cayman Islands",21,42,73,66,66,71,78,85
"Colombia","Cayman Islands",72,136,235,296,385,419,467,510
"Guyana","Cayman Islands",60,114,198,241,308,335,373,407
"Peru","Cayman Islands",4,8,15,14,15,15,16,17
"Venezuela, RB","Cayman Islands",10,21,37,34,34,36,52,57
"Bermuda","Cayman Islands",10,20,34,31,32,34,37,40
"Canada","Cayman Islands",422,806,1393,1304,1332,1451,1619,1768
"United States","Cayman Islands",1619,1541,1821,2133,2640,2878,3212,3507
"Australia","Cayman Islands",23,45,77,119,173,187,208,227
"New Zealand","Cayman Islands",17,33,58,53,53,57,63,69
"Angola","Cuba",218,165,106,84,63,44,30,21
"Algeria","Cuba",103,78,54,35,22,13,8,6
"China","Cuba",658,499,351,223,134,76,42,30
"Lebanon","Cuba",123,94,65,42,26,14,9,6
"Bulgaria","Cuba",296,225,164,95,52,27,13,9
"Czechia","Cuba",406,308,219,136,80,44,24,17
"Hungary","Cuba",155,118,84,50,28,16,9,6
"Poland","Cuba",211,160,115,69,40,21,11,8
"Romania","Cuba",153,116,65,68,69,66,60,43
"Russian Federation","Cuba",4491,3404,2342,1563,989,593,343,243
"Ukraine","Cuba",1367,1036,694,493,332,212,131,93
"United Kingdom","Cuba",110,84,49,47,43,37,31,22
"Albania","Cuba",242,184,226,40,6,1,0,0
"Italy","Cuba",492,373,194,246,295,337,371,263
"Spain","Cuba",10703,8112,5917,3449,1908,999,505,357
"France","Cuba",328,249,151,134,113,90,69,49
"Germany","Cuba",752,570,364,289,217,155,106,75
"Dominican Republic","Cuba",267,203,146,87,49,27,14,10
"Grenada","Cuba",180,137,0,0,0,0,0,11
"Haiti","Cuba",2063,1564,1226,607,284,126,54,38
"Jamaica","Cuba",656,497,353,218,129,71,38,27
"Puerto Rico (US)","Cuba",272,206,155,84,44,21,10,7
"Guatemala","Cuba",153,116,75,56,41,27,18,13
"Mexico","Cuba",889,674,440,331,237,161,106,75
"Nicaragua","Cuba",595,451,294,223,160,109,71,50
"Panama","Cuba",184,140,98,61,37,21,11,8
"Argentina","Cuba",373,283,190,134,90,58,35,25
"Bolivia","Cuba",128,97,55,57,56,52,46,33
"Chile","Cuba",393,298,186,155,123,92,67,47
"Colombia","Cuba",353,268,173,132,95,65,42,30
"Ecuador","Cuba",135,102,58,60,58,53,47,33
"Peru","Cuba",191,145,88,78,65,52,39,28
"Venezuela, RB","Cuba",431,327,176,206,228,241,245,174
"Canada","Cuba",135,102,64,54,44,34,25,18
"Greenland","Cuba",195,148,220,25,3,0,0,0
"United States","Cuba",1186,899,569,459,349,253,176,125
"China","Curacao",503,503,503,503,451,489,569,796
"Hong Kong SAR, China","Curacao",115,115,115,115,104,111,129,180
"Japan","Curacao",134,134,134,134,121,130,151,211
"India","Curacao",656,656,656,656,588,637,742,1038
"Indonesia","Curacao",187,187,187,187,169,182,211,295
"Lebanon","Curacao",259,259,259,259,233,252,293,410
"United Kingdom","Curacao",25,25,25,25,24,24,27,38
"Italy","Curacao",24,24,24,24,23,23,27,38
"Portugal","Curacao",945,945,945,945,847,919,1070,1497
"Spain","Curacao",21,21,21,21,20,20,22,31
"Belgium","Curacao",93,93,93,93,85,91,104,145
